,Planet Name,ID,FeatureName,FeatureType,Planetary Feature,Latitude of Center of Planetary Feature,Longitude of Center of Planetary Feature,Size of Planetary Feature(km)
14048,Moon,13737.0, Vogel A , satellite feature ,SF,-14.059404,5.571016,8.84776
14047,Moon,13736.0, Vlacq K , satellite feature ,SF,-51.290974,36.662269,11.4938
14046,Moon,13735.0, Vlacq H , satellite feature ,SF,-47.948391,34.880542,11.0652
14045,Moon,13734.0, Vlacq G , satellite feature ,SF,-55.004431,38.011903,27.1115
14044,Moon,13733.0, Vlacq E , satellite feature ,SF,-52.09381,36.147241,10.438
14043,Moon,13732.0, Vlacq D , satellite feature ,SF,-48.727122,36.167665,31.9341
14042,Moon,13731.0, Vlacq C , satellite feature ,SF,-50.451864,39.412889,18.8873
14041,Moon,13584.0, Ukert Y , satellite feature ,SF,10.105027,0.205469,3.18916
14040,Moon,13573.0, Ukert B , satellite feature ,SF,8.346473,1.281647,20.2536
14039,Moon,13572.0, Ukert A , satellite feature ,SF,8.71549,1.351808,9.02657
14038,Moon,13571.0, Tyndall S , satellite feature ,SF,-35.456261,116.394281,16.027
14037,Moon,13570.0, Tycho Z , satellite feature ,SF,-43.227508,343.648776,23.3505
14036,Moon,13577.0, Ukert M , satellite feature ,SF,7.985978,2.182964,20.4271
14035,Moon,13569.0, Tycho Y , satellite feature ,SF,-44.116066,344.067284,21.736
14056,Moon,13580.0, Ukert R , satellite feature ,SF,7.925835,0.68998,18.2575
14057,Moon,13581.0, Ukert V , satellite feature ,SF,8.727926,3.238319,2.25198
14058,Moon,13582.0, Ukert W , satellite feature ,SF,9.506065,2.334482,2.6517
14059,Moon,13622.0, Vasco da Gama R , satellite feature ,SF,9.9134,276.48713,60.8982
14081,Moon,13595.0, Van de Graaff M , satellite feature ,SF,-30.46939,171.65641,17.8753
14080,Moon,13594.0, Van de Graaff J , satellite feature ,SF,-28.277837,174.088346,23.045
14079,Moon,13593.0, Van de Graaff F , satellite feature ,SF,-26.771631,174.711078,18.7536
14078,Moon,13591.0, Valier P , satellite feature ,SF,4.788045,173.497166,6.77926
14077,Moon,11542.0, Nassau D , satellite feature ,SF,-23.668666,180.621858,63.8187
14076,Moon,13602.0, Van der Waals C , satellite feature ,SF,-41.04937,124.335413,22.887
14075,Moon,11412.0, Milankovič E , satellite feature ,SF,77.567906,182.514818,49.2978
14074,Moon,13597.0, Van den Bergh F , satellite feature ,SF,30.843695,204.92655,30.3189
14073,Moon,13592.0, Van de Graaff C , satellite feature ,SF,-26.439258,172.815869,18.4823
14072,Moon,10874.0, Lipskiy S , satellite feature ,SF,-2.161612,180.096937,24.193
14083,Moon,13598.0, Van den Bergh M , satellite feature ,SF,30.351673,200.750108,15.7984
14071,Moon,13590.0, Valier J , satellite feature ,SF,6.194032,174.855601,28.3823
14069,Moon,13588.0, Ulugh Beigh D , satellite feature ,SF,31.540747,277.487919,21.4729
14068,Moon,9755.0, Hayford U , satellite feature ,SF,13.949059,179.811541,20.4907
14067,Moon,13741.0, Volkov J , satellite feature ,SF,-14.426052,132.342852,30.5187
14066,Moon,13587.0, Ulugh Beigh C , satellite feature ,SF,31.404944,280.763611,33.6032
14065,Moon,13586.0, Ulugh Beigh B , satellite feature ,SF,32.786008,280.69574,7.58684
14064,Moon,13585.0, Ulugh Beigh A , satellite feature ,SF,34.133341,280.656152,41.1834
14063,Moon,13583.0, Ukert X , satellite feature ,SF,9.158068,1.849771,2.52405
14062,Moon,13626.0, Vavilov K , satellite feature ,SF,-5.253315,223.523737,25.5907
14061,Moon,13625.0, Vavilov D , satellite feature ,SF,0.026073,222.519734,96.1964
14060,Moon,13623.0, Vasco da Gama S , satellite feature ,SF,12.628014,277.064068,30.2858
14070,Moon,13589.0, Ulugh Beigh M , satellite feature ,SF,35.70433,276.537667,8.02833
13932,Moon,13875.0, Wexler H , satellite feature ,SF,-70.409231,97.169617,13.8381
13931,Moon,13874.0, Wexler E , satellite feature ,SF,-68.613017,95.995182,21.1937
13930,Moon,13873.0, Werner H , satellite feature ,SF,-26.675346,1.497908,16.0192
13798,Moon,13353.0, T. Mayer A , satellite feature ,SF,15.243967,331.701214,16.1579
13797,Moon,13352.0, Szilard M , satellite feature ,SF,31.245486,106.711912,24.0565
13796,Moon,13351.0, Szilard H , satellite feature ,SF,32.649966,108.225966,49.2463
13795,Moon,13350.0, Sylvester N , satellite feature ,SF,82.410346,291.320665,19.9809
13794,Moon,13349.0, Swann C , satellite feature ,SF,52.902099,114.282085,20.7241
13793,Moon,13348.0, Swann A , satellite feature ,SF,52.94935,113.14211,14.4906
13792,Moon,13347.0, Sundman V , satellite feature ,SF,11.959649,266.441041,17.9315
13791,Moon,13346.0, Sundman J , satellite feature ,SF,8.844506,269.757695,10.3364
13790,Moon,13345.0, Sumner G , satellite feature ,SF,37.419419,110.416166,17.5444
13789,Moon,13341.0, Sulpicius Gallus B , satellite feature ,SF,17.984451,12.973522,6.43111
13788,Moon,13340.0, Sulpicius Gallus A , satellite feature ,SF,22.080342,8.929573,3.99384
13785,Moon,13515.0, Torricelli M , satellite feature ,SF,-3.620363,31.270605,12.0791
13783,Moon,13344.0, Sulpicius Gallus M , satellite feature ,SF,20.395935,8.717003,4.33678
13781,Moon,13453.0, Thebit S , satellite feature ,SF,-24.881455,352.78321,17.2705
13779,Moon,13452.0, Thebit R , satellite feature ,SF,-20.198872,355.199382,8.38032
13778,Moon,13451.0, Thebit Q , satellite feature ,SF,-20.084322,355.763992,15.8609
13777,Moon,13335.0, Suess G , satellite feature ,SF,3.410787,311.539046,3.69081
13776,Moon,13333.0, Suess D , satellite feature ,SF,4.66859,313.414795,6.53442
13775,Moon,13332.0, Suess B , satellite feature ,SF,5.660799,312.606957,7.44422
13774,Moon,13330.0, Subbotin Q , satellite feature ,SF,-30.840851,134.818279,15.9503
13773,Moon,13329.0, Subbotin J , satellite feature ,SF,-32.040101,138.634163,19.9584
13799,Moon,13354.0, T. Mayer B , satellite feature ,SF,15.350299,329.086322,12.1372
13800,Moon,13355.0, T. Mayer C , satellite feature ,SF,12.210961,333.997199,14.8497
13801,Moon,13356.0, T. Mayer D , satellite feature ,SF,12.226532,333.203541,7.63614
13802,Moon,13495.0, Tiselius E , satellite feature ,SF,7.168976,177.829283,15.3745
13825,Moon,13371.0, Tacitus B , satellite feature ,SF,-14.046835,20.446336,12.1688
13824,Moon,13370.0, Tacitus A , satellite feature ,SF,-17.468235,20.464982,10.2061
13823,Moon,13378.0, Tacitus J , satellite feature ,SF,-14.994127,19.590318,2.73835
13822,Moon,13369.0, T. Mayer Z , satellite feature ,SF,14.184398,333.846408,4.34433
13821,Moon,13368.0, T. Mayer W , satellite feature ,SF,17.566749,325.035833,33.4711
13820,Moon,13367.0, T. Mayer S , satellite feature ,SF,11.656333,331.656497,2.84914
13819,Moon,13366.0, T. Mayer R , satellite feature ,SF,11.630635,333.6064,4.22948
13818,Moon,13365.0, T. Mayer P , satellite feature ,SF,14.018493,330.416416,37.0305
13817,Moon,13765.0, Walker W , satellite feature ,SF,-24.474509,196.023145,46.0094
13816,Moon,13764.0, Walker R , satellite feature ,SF,-26.190587,196.458942,17.6201
13772,Moon,13327.0, Struve L , satellite feature ,SF,20.682339,283.850845,15.0422
13815,Moon,13363.0, T. Mayer M , satellite feature ,SF,14.910405,334.192048,5.11406
13813,Moon,13760.0, W. Bond G , satellite feature ,SF,63.069003,6.856527,3.97544
13812,Moon,13762.0, Walker G , satellite feature ,SF,-26.575287,201.606318,20.184
13811,Moon,13362.0, T. Mayer L , satellite feature ,SF,13.200021,335.279653,4.02695
13810,Moon,13361.0, T. Mayer K , satellite feature ,SF,18.121993,332.338024,4.82396
13809,Moon,13763.0, Walker N , satellite feature ,SF,-28.804726,197.661564,18.1719
13808,Moon,13360.0, T. Mayer H , satellite feature ,SF,11.679204,334.556657,4.65119
13807,Moon,13359.0, T. Mayer G , satellite feature ,SF,17.350498,332.825503,6.97213
13806,Moon,13357.0, T. Mayer E , satellite feature ,SF,16.036434,333.80546,8.42063
13804,Moon,13358.0, T. Mayer F , satellite feature ,SF,12.872106,331.062209,5.08887
13803,Moon,13496.0, Tiselius L , satellite feature ,SF,4.573668,177.463098,12.2924
13814,Moon,13761.0, Walker A , satellite feature ,SF,-24.650102,198.19035,19.5828
13826,Moon,13372.0, Tacitus C , satellite feature ,SF,-13.698956,19.792878,9.00701
13771,Moon,13308.0, Street H , satellite feature ,SF,-48.379331,347.754326,27.7626
13769,Moon,13307.0, Street G , satellite feature ,SF,-46.685503,344.871693,10.2458
13742,Moon,13296.0, Stratton K , satellite feature ,SF,-7.237036,165.732659,41.2801
13740,Moon,13294.0, Strabo N , satellite feature ,SF,64.774134,57.5323,24.9063
13739,Moon,13273.0, Stöfler M , satellite feature ,SF,-41.021118,8.088255,9.42483
13738,Moon,13268.0, Stöfler G , satellite feature ,SF,-43.397172,1.909752,19.5017
13737,Moon,13267.0, Stöfler F , satellite feature ,SF,-42.702501,4.918409,17.0133
13736,Moon,13266.0, Stöfler E , satellite feature ,SF,-43.862226,5.754102,15.9165
13735,Moon,13265.0, Stöfler D , satellite feature ,SF,-43.709144,4.293812,53.2397
13734,Moon,13264.0, Stiborius P , satellite feature ,SF,-33.224203,33.885835,5.81224
13733,Moon,13263.0, Stiborius N , satellite feature ,SF,-36.360342,32.837054,8.6977
13732,Moon,13262.0, Stiborius M , satellite feature ,SF,-35.457286,32.688264,6.71001
13731,Moon,13261.0, Stiborius L , satellite feature ,SF,-34.964198,33.346841,8.05364
13730,Moon,13259.0, Stiborius J , satellite feature ,SF,-36.068926,35.57249,9.6764
13728,Moon,13260.0, Stiborius K , satellite feature ,SF,-35.567526,34.526521,14.6783
13726,Moon,14590.0, Euclides D , satellite feature ,SF,-9.395351,334.189139,5.77828
13721,Moon,13258.0, Stiborius G , satellite feature ,SF,-37.325825,35.782632,8.27916
13720,Moon,13257.0, Stiborius F , satellite feature ,SF,-35.796389,32.390215,8.03668
13719,Moon,13256.0, Stiborius E , satellite feature ,SF,-34.730836,34.033879,14.2253
13718,Moon,13255.0, Stiborius D , satellite feature ,SF,-33.347869,35.571799,15.669
13717,Moon,13254.0, Stiborius C , satellite feature ,SF,-33.938754,33.253616,20.4933
13716,Moon,13253.0, Stiborius B , satellite feature ,SF,-37.387378,33.495604,8.92616
13715,Moon,13252.0, Stiborius A , satellite feature ,SF,-36.908665,35.538091,32.4056
13743,Moon,13297.0, Stratton L , satellite feature ,SF,-7.166436,165.232749,16.4753
13744,Moon,13299.0, Stratton R , satellite feature ,SF,-6.638797,163.03967,16.5009
13745,Moon,13303.0, Street C , satellite feature ,SF,-48.424931,344.555592,13.0971
13746,Moon,13301.0, Street A , satellite feature ,SF,-47.020948,350.922458,16.7589
13768,Moon,13306.0, Street F , satellite feature ,SF,-48.246368,343.277957,7.36635
13767,Moon,13305.0, Street E , satellite feature ,SF,-47.475191,348.114689,12.1005
13766,Moon,13304.0, Street D , satellite feature ,SF,-48.876423,347.27223,10.0528
13765,Moon,13293.0, Strabo L , satellite feature ,SF,64.206179,53.482131,24.8035
13764,Moon,13514.0, Torricelli L , satellite feature ,SF,-3.469301,24.269806,3.96009
13763,Moon,13310.0, Street K , satellite feature ,SF,-47.562837,346.816835,8.10837
13762,Moon,13292.0, Strabo C , satellite feature ,SF,67.101986,59.431457,17.503
13761,Moon,13291.0, Strabo B , satellite feature ,SF,64.571107,55.481942,23.2613
13760,Moon,13290.0, Störmer Y , satellite feature ,SF,60.17166,144.256653,26.3778
13759,Moon,13288.0, Störmer P , satellite feature ,SF,55.931048,145.397122,21.7821
13770,Moon,13328.0, Struve M , satellite feature ,SF,23.279459,284.696107,14.9434
13758,Moon,13289.0, Störmer T , satellite feature ,SF,56.619604,142.101703,29.6718
13756,Moon,13281.0, Stöfler X , satellite feature ,SF,-40.583536,5.503905,2.68673
13755,Moon,13280.0, Stöfler U , satellite feature ,SF,-40.174739,9.576798,5.06446
13754,Moon,14114.0, Zwicky S , satellite feature ,SF,-16.085037,162.791844,45.6385
13753,Moon,13287.0, Störmer H , satellite feature ,SF,54.679604,150.57876,35.7817
13752,Moon,13285.0, Stoletov Y , satellite feature ,SF,46.126021,204.335124,24.6805
13751,Moon,13283.0, Stöfler Z , satellite feature ,SF,-40.33303,3.080022,3.50408
13750,Moon,13282.0, Stöfler Y , satellite feature ,SF,-40.031499,5.429254,3.21961
13749,Moon,14113.0, Zwicky R , satellite feature ,SF,-18.127016,163.586543,28.9922
13748,Moon,13218.0, Stein K , satellite feature ,SF,5.114917,180.029565,19.443
13747,Moon,13302.0, Street B , satellite feature ,SF,-47.046117,347.848749,12.8551
13757,Moon,13286.0, Störmer C , satellite feature ,SF,58.177453,150.83126,48.6379
14136,Moon,13682.0, Vieta A , satellite feature ,SF,-30.350752,300.52981,34.1357
13827,Moon,13373.0, Tacitus D , satellite feature ,SF,-13.522004,20.917051,22.5887
13829,Moon,13375.0, Tacitus F , satellite feature ,SF,-17.093097,17.55339,9.83638
13903,Moon,13433.0, Tereshkova U , satellite feature ,SF,28.582012,142.391775,24.141
13902,Moon,13431.0, Ten Bruggencate H , satellite feature ,SF,-10.098795,135.836808,30.6321
13901,Moon,13430.0, Ten Bruggencate D , satellite feature ,SF,-8.152776,137.180834,41.8678
13900,Moon,13429.0, Ten Bruggencate C , satellite feature ,SF,-7.959657,136.466795,18.3536
13899,Moon,13428.0, Teisserenc Q , satellite feature ,SF,31.046912,222.461372,31.2813
13898,Moon,13465.0, Theophilus K , satellite feature ,SF,-12.598728,26.285948,5.52384
13897,Moon,13427.0, Teisserenc P , satellite feature ,SF,29.78957,222.433756,24.4465
13896,Moon,13445.0, Thebit E , satellite feature ,SF,-23.124408,355.352642,6.93143
13895,Moon,13458.0, Theon Senior A , satellite feature ,SF,-0.19506,15.393715,5.20764
13894,Moon,13426.0, Teisserenc C , satellite feature ,SF,32.829746,224.863157,45.1591
13893,Moon,13425.0, Taylor E , satellite feature ,SF,-6.05819,17.111531,12.1009
13892,Moon,13424.0, Taylor D , satellite feature ,SF,-5.338887,15.689901,7.5839
13891,Moon,13457.0, Theon Junior C , satellite feature ,SF,-2.377162,14.628452,3.82699
13890,Moon,13439.0, Thales H , satellite feature ,SF,60.398557,48.127463,10.4887
13889,Moon,13423.0, Taylor C , satellite feature ,SF,-5.652315,14.752317,4.20313
13888,Moon,13420.0, Taylor A , satellite feature ,SF,-4.230543,15.35198,39.2984
13887,Moon,13419.0, Taruntius Z , satellite feature ,SF,7.555927,44.902568,18.7814
13886,Moon,13422.0, Taylor B , satellite feature ,SF,-4.339179,14.293931,28.8525
13885,Moon,13418.0, Taruntius X , satellite feature ,SF,7.858248,52.935441,22.6341
13884,Moon,13417.0, Taruntius W , satellite feature ,SF,5.436424,49.045754,16.8155
13883,Moon,13416.0, Taruntius V , satellite feature ,SF,4.454674,49.829147,19.8342
13904,Moon,13434.0, Tesla J , satellite feature ,SF,37.105609,126.338239,17.7813
13905,Moon,13432.0, Ten Bruggencate Y , satellite feature ,SF,-6.815039,134.302037,56.0946
13906,Moon,13438.0, Thales G , satellite feature ,SF,61.753938,45.538404,11.4577
13907,Moon,13435.0, Thales A , satellite feature ,SF,58.562797,40.893081,13.1045
13929,Moon,13632.0, Vega G , satellite feature ,SF,-44.431942,62.461117,11.5178
13928,Moon,13631.0, Vega D , satellite feature ,SF,-44.887714,64.473692,25.0139
13927,Moon,13630.0, Vega C , satellite feature ,SF,-45.272614,64.720384,20.1391
13926,Moon,13629.0, Vega B , satellite feature ,SF,-46.225246,63.500848,31.172
13925,Moon,13628.0, Vega A , satellite feature ,SF,-47.25021,65.153138,12.4454
13924,Moon,13456.0, Theon Junior B , satellite feature ,SF,-2.192846,13.274886,6.32857
13923,Moon,13627.0, Vavilov P , satellite feature ,SF,-3.673468,219.327797,22.709
13922,Moon,13493.0, Timocharis E , satellite feature ,SF,24.635398,342.856075,3.77842
13921,Moon,13459.0, Theon Senior B , satellite feature ,SF,0.168104,14.116764,5.65577
13920,Moon,13491.0, Timocharis C , satellite feature ,SF,24.80813,345.788365,3.41544
13882,Moon,13415.0, Taruntius U , satellite feature ,SF,5.537149,50.130402,8.69284
13919,Moon,13490.0, Timocharis B , satellite feature ,SF,27.875058,347.819633,5.13554
13917,Moon,13449.0, Thebit L , satellite feature ,SF,-21.46588,354.630443,10.6364
13916,Moon,13447.0, Thebit J , satellite feature ,SF,-22.548666,354.471564,9.59425
13915,Moon,13446.0, Thebit F , satellite feature ,SF,-23.040539,354.632779,3.57101
13914,Moon,13444.0, Thebit D , satellite feature ,SF,-19.78655,351.737679,5.00165
13913,Moon,13443.0, Thebit C , satellite feature ,SF,-21.268523,355.877444,5.34581
13912,Moon,13442.0, Thebit B , satellite feature ,SF,-22.289732,353.721021,3.57706
13911,Moon,13441.0, Thebit A , satellite feature ,SF,-21.579942,355.072918,19.9051
13910,Moon,13437.0, Thales F , satellite feature ,SF,59.373622,42.082298,37.0203
13909,Moon,13436.0, Thales E , satellite feature ,SF,57.209615,43.225294,29.4066
13908,Moon,13440.0, Thales W , satellite feature ,SF,58.587481,39.898449,6.05992
13918,Moon,13492.0, Timocharis D , satellite feature ,SF,23.90429,344.811386,3.05213
13828,Moon,13374.0, Tacitus E , satellite feature ,SF,-13.952413,20.133024,8.77894
13881,Moon,13414.0, Taruntius T , satellite feature ,SF,3.599343,47.401038,4.28136
13879,Moon,13412.0, Taruntius R , satellite feature ,SF,6.141881,47.854969,4.75743
13850,Moon,13387.0, Tacitus X , satellite feature ,SF,-15.891765,18.166433,3.82678
13849,Moon,13386.0, Tacitus S , satellite feature ,SF,-14.500712,19.090167,8.9048
13848,Moon,13385.0, Tacitus R , satellite feature ,SF,-16.69703,19.686913,4.98356
13847,Moon,13384.0, Tacitus Q , satellite feature ,SF,-18.004942,20.462599,4.26447
13846,Moon,13769.0, Wallace D , satellite feature ,SF,17.842278,354.292986,4.01094
13845,Moon,8552.0, Daedalus B , satellite feature ,SF,-4.129688,180.132137,22.3208
13844,Moon,13768.0, Wallace C , satellite feature ,SF,17.646352,353.58329,5.00051
13843,Moon,13767.0, Wallace A , satellite feature ,SF,19.177303,354.397933,3.71029
13842,Moon,13766.0, Walker Z , satellite feature ,SF,-22.073272,198.282377,15.6009
13841,Moon,13382.0, Tacitus N , satellite feature ,SF,-16.952885,19.429436,6.7902
13840,Moon,13508.0, Torricelli C , satellite feature ,SF,-2.710179,26.0062,10.4236
13839,Moon,13507.0, Torricelli B , satellite feature ,SF,-2.626652,29.169365,6.8354
13838,Moon,13504.0, Titius R , satellite feature ,SF,-27.194242,100.136469,12.6145
13837,Moon,13503.0, Titius Q , satellite feature ,SF,-27.951738,99.004673,50.644
13836,Moon,13506.0, Torricelli A , satellite feature ,SF,-4.536983,29.778818,10.448
13835,Moon,13502.0, Titius N , satellite feature ,SF,-28.046059,100.322133,17.0197
13834,Moon,13505.0, Titov E , satellite feature ,SF,29.14522,153.788782,24.059
13833,Moon,13380.0, Tacitus L , satellite feature ,SF,-14.395754,20.897477,4.06355
13832,Moon,13379.0, Tacitus K , satellite feature ,SF,-13.115669,19.992794,3.53805
13831,Moon,13377.0, Tacitus H , satellite feature ,SF,-17.828159,18.520306,5.81756
13830,Moon,13376.0, Tacitus G , satellite feature ,SF,-17.461468,18.226209,6.12462
13851,Moon,13388.0, Tacquet B , satellite feature ,SF,15.943142,20.06872,15.3554
13852,Moon,13391.0, Tannerus A , satellite feature ,SF,-57.561821,18.229852,5.4057
13853,Moon,13392.0, Tannerus B , satellite feature ,SF,-57.794771,19.734724,13.9814
13854,Moon,13770.0, Wallace H , satellite feature ,SF,21.293583,350.918294,2.05995
13877,Moon,13773.0, Walther A , satellite feature ,SF,-32.430401,0.7502,11.2073
13876,Moon,13772.0, Wallace T , satellite feature ,SF,21.83428,354.842574,2.44056
13875,Moon,13771.0, Wallace K , satellite feature ,SF,19.310115,353.206742,2.39979
13874,Moon,9754.0, Hayford T , satellite feature ,SF,13.316961,179.621265,30.2379
13873,Moon,8866.0, Dunér A , satellite feature ,SF,47.118727,179.783808,37.0
13872,Moon,13421.0, Taylor AB , satellite feature ,SF,-3.197403,14.61021,22.9708
13871,Moon,7910.0, Brashear P , satellite feature ,SF,-76.37367,183.680702,68.652
13870,Moon,13645.0, Vendelinus U , satellite feature ,SF,-15.913028,58.728579,5.38759
13869,Moon,13405.0, Taruntius B , satellite feature ,SF,3.293142,46.666022,7.31519
13868,Moon,13404.0, Tannerus P , satellite feature ,SF,-55.660064,21.944521,19.185
13880,Moon,13413.0, Taruntius S , satellite feature ,SF,4.847698,42.353468,4.84072
13867,Moon,13403.0, Tannerus N , satellite feature ,SF,-55.908615,24.121118,9.76013
13865,Moon,13401.0, Tannerus L , satellite feature ,SF,-57.542824,22.202093,8.53585
13863,Moon,13400.0, Tannerus K , satellite feature ,SF,-55.626131,20.67939,8.33183
13862,Moon,13399.0, Tannerus J , satellite feature ,SF,-57.352738,24.708028,12.7152
13861,Moon,13398.0, Tannerus H , satellite feature ,SF,-54.251319,22.744303,20.2274
13860,Moon,13397.0, Tannerus G , satellite feature ,SF,-55.151408,16.174683,21.5501
13859,Moon,13396.0, Tannerus F , satellite feature ,SF,-54.96739,22.042372,35.6829
13858,Moon,13395.0, Tannerus E , satellite feature ,SF,-56.204258,19.644677,24.9511
13857,Moon,13406.0, Taruntius F , satellite feature ,SF,3.922121,40.514242,10.1601
13856,Moon,13394.0, Tannerus D , satellite feature ,SF,-55.925893,17.925282,31.6432
13855,Moon,13393.0, Tannerus C , satellite feature ,SF,-55.418094,22.801873,15.6118
13866,Moon,13402.0, Tannerus M , satellite feature ,SF,-54.995519,20.905394,6.1641
13714,Moon,13251.0, Stevinus S , satellite feature ,SF,-30.692678,51.071189,7.6791
14137,Moon,13683.0, Vieta B , satellite feature ,SF,-30.493697,299.669533,39.3237
14139,Moon,13684.0, Vieta C , satellite feature ,SF,-28.680702,301.440417,12.1955
14459,Moon,13982.0, Wurzelbauer C , satellite feature ,SF,-35.03947,344.902404,9.61448
14455,Moon,13981.0, Wurzelbauer B , satellite feature ,SF,-34.908254,345.456806,23.8637
14454,Moon,13980.0, Wurzelbauer A , satellite feature ,SF,-35.756372,344.579759,16.2494
14452,Moon,13979.0, Wrottesley B , satellite feature ,SF,-24.971015,56.871686,7.81076
14451,Moon,13978.0, Wrottesley A , satellite feature ,SF,-23.57038,54.925125,9.43096
14450,Moon,14078.0, Zhukovskiy W , satellite feature ,SF,9.707298,189.52905,30.7613
14447,Moon,14075.0, Zhukovskiy Q , satellite feature ,SF,6.227587,191.068416,23.8651
14446,Moon,13977.0, Wright A , satellite feature ,SF,-32.823161,272.691365,11.3297
14443,Moon,13975.0, Woltjer T , satellite feature ,SF,44.736739,194.95205,13.9302
14442,Moon,13974.0, Woltjer P , satellite feature ,SF,42.941744,198.396439,31.8764
14441,Moon,14076.0, Zhukovskiy T , satellite feature ,SF,7.952358,187.718301,18.4182
14440,Moon,13973.0, Wollaston V , satellite feature ,SF,30.894641,306.02435,3.16409
14439,Moon,13972.0, Wollaston U , satellite feature ,SF,30.985661,307.131878,2.87307
14438,Moon,13971.0, Wollaston R , satellite feature ,SF,29.473291,309.12661,5.7614
14437,Moon,13970.0, Wollaston P , satellite feature ,SF,29.255224,310.058138,3.99955
14432,Moon,13969.0, Wollaston N , satellite feature ,SF,28.362321,311.858896,5.51995
14431,Moon,13968.0, Wollaston D , satellite feature ,SF,33.160626,311.209732,4.31656
14430,Moon,13967.0, Wolff B , satellite feature ,SF,16.034671,351.259012,7.91612
14425,Moon,13960.0, Wolf E , satellite feature ,SF,-23.953338,343.608776,2.30559
14423,Moon,13959.0, Wolf C , satellite feature ,SF,-24.126553,345.449591,2.64516
14421,Moon,13958.0, Wolf B , satellite feature ,SF,-23.184322,343.49376,15.1122
14460,Moon,13983.0, Wurzelbauer D , satellite feature ,SF,-36.358248,342.297572,38.8261
14418,Moon,13957.0, Wolf A , satellite feature ,SF,-22.294664,341.511987,5.592
14461,Moon,13984.0, Wurzelbauer E , satellite feature ,SF,-35.700266,342.757787,10.7397
14463,Moon,13995.0, Wurzelbauer X , satellite feature ,SF,-33.671394,345.537516,6.46116
14500,Moon,14116.0, Mandel'shtam A , satellite feature ,SF,5.676882,162.375246,61.9437
14496,Moon,14115.0, Fridman (Friedmann) C , satellite feature ,SF,-10.613926,235.071231,37.6664
14495,Moon,14008.0, Xenophanes L , satellite feature ,SF,54.806498,281.461178,22.4095
14494,Moon,14007.0, Xenophanes K , satellite feature ,SF,58.696858,275.443738,14.0977
14489,Moon,14006.0, Xenophanes G , satellite feature ,SF,56.938341,284.00721,7.2774
14488,Moon,14005.0, Xenophanes F , satellite feature ,SF,56.688714,286.537846,27.8031
14484,Moon,14004.0, Xenophanes E , satellite feature ,SF,58.057923,274.260628,15.662
14483,Moon,14003.0, Xenophanes D , satellite feature ,SF,58.623164,282.366286,12.3177
14482,Moon,14001.0, Xenophanes B , satellite feature ,SF,59.478108,279.441991,14.4189
14481,Moon,14000.0, Xenophanes A , satellite feature ,SF,60.070795,275.173548,43.1849
14480,Moon,13999.0, Wyld J , satellite feature ,SF,-3.81409,99.33513,23.8874
14479,Moon,13998.0, Wyld C , satellite feature ,SF,0.72716,100.772127,33.7299
14478,Moon,13997.0, Wurzelbauer Z , satellite feature ,SF,-32.227071,345.060911,13.828
14475,Moon,13994.0, Wurzelbauer W , satellite feature ,SF,-32.756978,344.799865,7.34794
14474,Moon,13993.0, Wurzelbauer S , satellite feature ,SF,-37.522926,340.679923,11.7033
14472,Moon,13996.0, Wurzelbauer Y , satellite feature ,SF,-33.134342,342.318693,8.94621
14471,Moon,13992.0, Wurzelbauer P , satellite feature ,SF,-35.140143,345.719098,8.82677
14470,Moon,13991.0, Wurzelbauer O , satellite feature ,SF,-35.907819,345.342804,7.85178
14467,Moon,13989.0, Wurzelbauer M , satellite feature ,SF,-32.142476,343.935115,4.26398
14466,Moon,13987.0, Wurzelbauer H , satellite feature ,SF,-35.304664,342.712718,6.0291
14465,Moon,13986.0, Wurzelbauer G , satellite feature ,SF,-34.622803,341.369606,10.7059
14462,Moon,13985.0, Wurzelbauer F , satellite feature ,SF,-35.947352,341.746361,9.0197
14417,Moon,13956.0, Wöhler G , satellite feature ,SF,-40.143028,35.534062,6.45066
14415,Moon,13955.0, Wöhler F , satellite feature ,SF,-40.159575,33.844554,8.38466
14414,Moon,13954.0, Wöhler E , satellite feature ,SF,-38.93815,30.116873,5.78511
14380,Moon,13920.0, Wilkins A , satellite feature ,SF,-29.165523,18.871037,13.5575
14379,Moon,13965.0, Wolf T , satellite feature ,SF,-23.391066,341.097932,27.0986
14378,Moon,13964.0, Wolf S , satellite feature ,SF,-21.092933,343.632397,29.8446
14373,Moon,13963.0, Wolf H , satellite feature ,SF,-23.009119,345.272179,7.74969
14372,Moon,13910.0, Wilhelm Q , satellite feature ,SF,-43.200525,341.557989,7.06409
14370,Moon,13909.0, Wilhelm P , satellite feature ,SF,-40.90919,339.480146,11.5935
14369,Moon,13908.0, Wilhelm O , satellite feature ,SF,-43.15867,342.740617,16.6723
14367,Moon,13904.0, Wilhelm K , satellite feature ,SF,-44.132225,338.242831,19.7213
14366,Moon,13907.0, Wilhelm N , satellite feature ,SF,-43.778951,341.415493,8.4201
14365,Moon,13903.0, Wilhelm J , satellite feature ,SF,-41.503973,333.754883,18.9333
14364,Moon,13902.0, Wilhelm H , satellite feature ,SF,-42.554781,336.189849,7.04722
14363,Moon,13900.0, Wilhelm F , satellite feature ,SF,-42.381457,336.83804,8.4946
14362,Moon,13896.0, Wilhelm B , satellite feature ,SF,-43.541532,337.152075,16.0617
